"","Title","Maker","Identification_Numbers","Categories","Entities","Acquisition_and_Important_Dates","Description","Dating","School_or_Style","Materials_Used_in_Production","Website"
"208","Baluster jug","Potter: Unknown","Accession number: GL.C.2-1928|Primary reference Number: 77038|Old object number: 1767|Duplicate: GI.C.2-1928|Stable URI","Lead-glazed earthenware","Jug|baluster jug","Method of acquisition: Bequeathed (1928-12-07) by Glaisher, J. W. L., Dr","Buff earthenware, covered except at the foot with a brown flecked green lead glaze. Slender oviform body with slightly expanding neck. Loop handle and wide spreading base.","Late 13th Century|Early 14th Century|Circa 1275 - 1325","Medieval","Earthenware","https://data.fitzmuseum.cam.ac.uk/id/object/77038"
"209",NA,"Unknown","Accession number: GL.C.21-1928|Primary reference Number: 77037|Old object number: 2981|Stable URI","Lead-glazed earthenware|Midlands Blackware","Tyg","Method of acquisition: Bequeathed (1928-12-07) by Glaisher, J. W. L., Dr","Red earthenware with black lead glaze. Two-handled drinking vessel with straight flaring sides, horizontally reeded.","16th century|Circa 1500 - 1600",NA,"Earthenware","https://data.fitzmuseum.cam.ac.uk/id/object/77037"
"210",NA,"Potter: Unknown","Accession number: GL.C.20-1928|Primary reference Number: 77036|Old object number: 2983|Stable URI","Lead-glazed earthenware|Midlands Blackware","Beaker (drinking vessel)|tyg","Method of acquisition: Bequeathed (1928-12-07) by Glaisher, J. W. L., Dr","Red earthenware, thrown, and rilled, with black lead glaze. Two-handled cylindrical beaker with wide base, and deeply ribbed sides at the bottom and near the top. The handles have been broken off.","16th century|Early 17th Century|Circa 1500 - 1625",NA,"Earthenware","https://data.fitzmuseum.cam.ac.uk/id/object/77036"
"211",NA,"Pottery: Unknown","Accession number: GL.C.19-1928|Primary reference Number: 77035|Old object number: 4011|Stable URI","Lead-glazed earthenware","Jug","Method of acquisition: Bequeathed (1928-12-07) by Glaisher, J. W. L., Dr","Red earthenware pear shaped jug, with the edges of the base thumb pressed. Thrown, with painted slip decoration, partially covered with yellow lead glaze. Loop handle.","14th Century|Circa 1300 CE - 1400 CE","Medieval","red Earthenware","https://data.fitzmuseum.cam.ac.uk/id/object/77035"
"212",NA,"Unknown","Accession number: Gl.C.17-1928|Primary reference Number: 77034|Glaisher MS Catalogue: 3315|Stable URI","Lead-glazed earthenware","Jug","Method of acquisition: Bequeathed (1928-12-07) by Glaisher, J. W. L., Dr","Greyish buff earthenware, partly covered on the exterior with a greenish-brown lead glaze. The jug is ear shaped with a flat base.The loop handle is grooved, and has a thumb impression at each end.","14th Century|Circa 1300 - 1400","Medieval","Earthenware","https://data.fitzmuseum.cam.ac.uk/id/object/77034"
"213",NA,"Production: Unknown (Probably)","Accession number: GL.C.16-1928|Primary reference Number: 77033|Glaisher MS Catalogue: 4010A|Stable URI","Lead-glazed earthenware|Scarborough ware","Figure","Method of acquisition: Bequeathed (1928-12-07) by Glaisher, J. W. L., Dr","Buff earthenware figure of a bearded man, covered on the front with green lead glaze.","14th Century|Circa 1300 CE - 1400 CE","Medieval","Earthenware","https://data.fitzmuseum.cam.ac.uk/id/object/77033"
"214",NA,"Unknown","Accession number: GL.C.15-1928|Primary reference Number: 77032|Glaisher MS Catalogue: 4010D|Stable URI","Lead-glazed earthenware","Fragment of vessel","Method of acquisition: Bequeathed (1928-12-07) by Glaisher, J. W. L., Dr","Red earthenware, modelled in the form of a lion's head and covered in green lead glaze.","14th Century|Circa 1300 - 1400","Medieval","Earthenware","https://data.fitzmuseum.cam.ac.uk/id/object/77032"
"215",NA,"Production: Unknown (Probably)","Accession number: GL.C.14.7-1928|Primary reference Number: 77031|Stable URI","Lead-glazed earthenware|Grimston ware","Fragment","Method of acquisition: Bequeathed (1928-12-07) by Glaisher, J. W. L., Dr","Fragment. Earthenware, covered in green lead glaze.","14th Century|Circa 1300 CE - 1400 CE","Medieval","Earthenware","https://data.fitzmuseum.cam.ac.uk/id/object/77031"
"216",NA,"Production: Unknown (Probably)","Accession number: GL.C.14.6-1928|Primary reference Number: 77030|Stable URI","Lead-glazed earthenware|Grimston ware","Fragment","Method of acquisition: Bequeathed (1928-12-07) by Glaisher, J. W. L., Dr","Fragment of bearded mask from a hollow vessel. Earthenware, covered with olive-green lead glaze.","14th Century|Circa 1300 CE - 1400 CE","Medieval","olive-green Lead-glaze|Earthenware","https://data.fitzmuseum.cam.ac.uk/id/object/77030"
"217",NA,"Unknown","Accession number: GL.C.14.5-1928|Primary reference Number: 77029|Stable URI","Lead-glazed earthenware","Fragment","Method of acquisition: Bequeathed (1928-12-07) by Glaisher, J. W. L., Dr","Fragment. Grey earthenware, covered in olive-green lead glaze.","14th Century|Circa 1300 - 1400","Medieval","Earthenware","https://data.fitzmuseum.cam.ac.uk/id/object/77029"
"218",NA,"Potter: Unknown","Accession number: GL.C.14.4-1928|Primary reference Number: 77028|Stable URI","Lead-glazed earthenware","Fragment","Method of acquisition: Bequeathed (1928-12-07) by Glaisher, J. W. L., Dr","Earthenware, covered in green lead glaze. Possibly part of a jug.","14th Century|Circa 1300 - 1400","Medieval","Earthenware","https://data.fitzmuseum.cam.ac.uk/id/object/77028"
"219",NA,"Unknown","Accession number: GL.C.14.3-1928|Primary reference Number: 77027|Stable URI","Lead-glazed earthenware","Fragment","Method of acquisition: Bequeathed (1928-12-07) by Glaisher, J. W. L., Dr","Fragment, probably from a jug or other hollow vessel. Earthenware, with two rows of applied overlapping scales between ridges, covered in a brownish- green lead glaze.","14th Century|Circa 1300 - 1400","Medieval","Earthenware","https://data.fitzmuseum.cam.ac.uk/id/object/77027"
"220",NA,"Production: Unknown (Probably)","Accession number: GL.C.14.2-1928|Primary reference Number: 77026|Stable URI","Lead-glazed earthenware","Fragments","Method of acquisition: Bequeathed (1928-12-07) by Glaisher, J. W. L., Dr","Fragments. Earthenware, covered with a green lead glaze.","14th Century|Circa 1300 CE - 1400 CE","Medieval","Earthenware","https://data.fitzmuseum.cam.ac.uk/id/object/77026"
"221","Fragment of a Mask","Production: Unknown","Accession number: GL.C.14.1-1928|Primary reference Number: 77025|Stable URI","Lead-glazed earthenware|Grimston ware","Fragment","Method of acquisition: Bequeathed (1928-12-07) by Glaisher, J. W. L., Dr","Fragment of a bearded mask, probably from a jug. Earthenware with applied decoration, and covered with an olive- green lead glaze.","14th Century|Circa 1300 CE - 1400 CE","Medieval","Earthenware","https://data.fitzmuseum.cam.ac.uk/id/object/77025"
"222",NA,"Unknown","Accession number: Gl.C.13-1928|Primary reference Number: 77024|Glaisher MS Catalogue: 3655|Stable URI","Lead-glazed earthenware","Ridge ornament","Method of acquisition: Bequeathed (1928-12-07) by Glaisher, J. W. L., Dr","Earthenware, slip-coated and covered with a green lead glaze. Decorated in the form of the upper part of a bearded man.","14th Century|Circa 1300 - 1400","Medieval","Earthenware","https://data.fitzmuseum.cam.ac.uk/id/object/77024"
"223",NA,"Production: Unknown","Accession number: GL.C.12-1928|Primary reference Number: 77023|Glaisher MS Catalogue: 4009|Stable URI","Lead-glazed earthenware","Jug","Method of acquisition: Bequeathed (1928-12-07) by Glaisher, J. W. L., Dr","Dark buff earthenware, partly covered with a mottled green glaze. The front neck is decorated with the face of a bearded man, with large projecting ears and sunken eyes. The lower part is decorated with applied strips, representing arms bent at the elbow.","13th Century|Circa 1200 - 1300","Medieval","Earthenware","https://data.fitzmuseum.cam.ac.uk/id/object/77023"
"224",NA,"Unknown","Accession number: GL.C.1-1928|Primary reference Number: 77022|Old object number: 795|Duplicate: GI.C.1-1928|Stable URI","Lead-glazed earthenware","Pitcher|chamber pot","Method of acquisition: Bequeathed (1928-12-07) by Glaisher, J. W. L., Dr","Pitcher or chamber pot. Earthenware, lead-glazed inside. Pitcher or chamber pot. Dark greyish-buff earthenware, covered on the inside only with a yellowish glaze. The vessels has abulbous body with a short, wide, flaring neck, a small spreading base, and loop handle with tjhree thumb impressions at the lower end. There are three incised horizontal bands round the shoulder, and the exterior of the neck is reeded below the rim.","17th Century|Circa 1600 - 1700",NA,"Earthenware","https://data.fitzmuseum.cam.ac.uk/id/object/77022"
"225",NA,"Pottery: Unknown","Accession number: GL.C.11-1928|Primary reference Number: 77021|Old object number: 3134|Stable URI","Lead-glazed earthenware|Scarborough ware","Jug","Method of acquisition: Bequeathed (1928-12-07) by Glaisher, J. W. L., Dr","Buff earthenware, thrown, with applied decoration, partially covered with iron-flecked lead glaze. The jug is of oviform shape, with applied points of clay on the sides, and frill resembling hair or a beard round the upper neck below which two arms on each side curve downwards to the shoulder and terminated in comb-shaped hands. The base has been thumb pressed into scallop projections, forming a foot ring. The handle is restored.","Second half of 13th century|Circa 1250 CE - 1300 CE","Medieval","Earthenware","https://data.fitzmuseum.cam.ac.uk/id/object/77021"
"226",NA,"Unknown","Accession number: GL.C.10-1928|Primary reference Number: 77020|Glaisher MS Catalogue: 807|Stable URI","Lead-glazed earthenware","Jug","Method of acquisition: Bequeathed (1928-12-07) by Glaisher, J. W. L., Dr","Bulbous jug with a thumb pressed base and loop handle. Earthenware with applied strip decoration partly covered under a yellow lead glaze mottled with green.","14th Century|Circa 1300 - 1400","Medieval","Earthenware","https://data.fitzmuseum.cam.ac.uk/id/object/77020"
"227",NA,"Production: Johnson Brothers|Designer: Wilkes, Sue","Accession number: FWL.9 & A-1997|Primary reference Number: 77018|Stable URI","Ironstone (pottery)","Teapot","Method of acquisition: Loan (1997) by Fitzwilliam College","Ironstone china teapot, moulded and decorated with a water slide, on transfer-printed pattern in pink and green with iris and foliage. ‘Focus’ shape decorated with ‘Vogue’ pattern, a pink iris and a bud and stems on each side.","20th century|Circa 1982 - 1985",NA,"china Ironstone (pottery)","https://data.fitzmuseum.cam.ac.uk/id/object/77018"
"228",NA,"Production: Midwinter Pottery|Designer: Midwinter, Eve","Accession number: FWL.4 & A-1997|Primary reference Number: 77013|Stable URI","Earthenware","Teapot and lid","Method of acquisition: Loan (1997) by Fitzwilliam College","Earthenware oven to tableware, moulded, glazed, and spattered with colour. ‘Style’ shape, decorated with ‘Confetti’ pattern.|Shape designed by Eve Midwinter","20th century|Circa 1983 - 1987",NA,"Glaze|Earthenware","https://data.fitzmuseum.cam.ac.uk/id/object/77013"
"229",NA,"Designer: Queensberry, David|Decorator: Tait, Jessie|Production: Midwinter Pottery","Accession number: FWL.3 & A-1997|Primary reference Number: 77012|Stable URI","Earthenware","Teapot and lid","Method of acquisition: Loan (1997) by Fitzwilliam College","Earthenware teapot and lid. Slip-cast and printed overglaze in green, two shades of turquoise-blue, and dark blue. 'Fine' shape. Decorated with 'Spanish Garden' pattern.","20th century|Circa 1969 - 1987",NA,"Earthenware","https://data.fitzmuseum.cam.ac.uk/id/object/77012"
"230",NA,"Production: Hornsea Pottery","Accession number: FWL.2 & A-1997|Primary reference Number: 77011|Stable URI","Stoneware","Teapot and lid","Method of acquisition: Loan (1997) by Fitzwilliam College","Teapot, black glazed stoneware (oven to tableware) with gold printed decoration. ‘Midas’ pattern.","20th century|Production date: circa AD 1980",NA,"black Stoneware","https://data.fitzmuseum.cam.ac.uk/id/object/77011"
"231",NA,"Production: James Sadler & Sons Ltd","Accession number: FWL.13-1997|Primary reference Number: 77008|Stable URI","Earthenware","Teapot and lid","Method of acquisition: Loan (1997) by Fitzwilliam College","Red-brown earthenware 'Brown Betty' teapot decorated with green and yellow slip bands and translucent glaze. Oval, with a curved handle and spout, and circular cover with a flat-topped knob.","20th century|After 1947 - 1997",NA,"red-brown Earthenware|translucent Glaze","https://data.fitzmuseum.cam.ac.uk/id/object/77008"
"232",NA,"Production: Denby Pottery|Designer: Colledge, Glyn","Accession number: FWL.12-1997|Primary reference Number: 77007|Stable URI","Stoneware","Teapot and lid","Method of acquisition: Loan (1997) by Fitzwilliam College","Stoneware teapot (oven-to-tableware) with buff to brown shaded glaze. ‘Romany’ design. Shape designed by Glyn Colledge.|The pot has a wide circular base, curved sides, ear-shaped strap handle and short, curving spout. The cover has short sloping vertical sides, sloping top, and large, round, flat knob.","20th century|Circa 1970 - 1980",NA,"buff to brown Glaze|Stoneware","https://data.fitzmuseum.cam.ac.uk/id/object/77007"
"233",NA,"Designer: Hunt, Martin","Accession number: FWL.1 & A-1997|Primary reference Number: 77006|Stable URI","Stoneware","Teapot and lid","Method of acquisition: Loan (1997) by Fitzwilliam College","Stoneware oven to tableware teapot, moulded and covered with silver-grey glaze. ‘Concept’ shape. Globular pot with almost round handle, short spout, and circular lid with swan shaped knob.","20th century|1977 - 1980",NA,"silver-grey Glaze|Stoneware","https://data.fitzmuseum.cam.ac.uk/id/object/77006"
"234",NA,"Production: Denby Pottery|Designer: Colledge, Glyn","Accession number: FWL.11-1997|Primary reference Number: 77005|Stable URI","Stoneware","Teapot and lid","Method of acquisition: Loan (1997) by Fitzwilliam College","Stoneware teapot (oven-to-tableware) with speckled, shaded buff glaze, painted in shades of pink and pinkish-brown enamels. ‘Gypsy’ pattern.|Squat, barrel shaped body with projecting convex rim, ear-shaped handle, and short curved spout. The cover has sloping vertical sides, a sloping top, and a large, round, flat knob. Decorated on one side with a poppy flanked by two small stylised flowers, on the other side with two small stylised flowers, and on the cover with two.|Shape designed by Glyn Colledge","20th century|Circa 1972 - 1985",NA,"buff Glaze|pink, pinkish-brown Enamel|Stoneware","https://data.fitzmuseum.cam.ac.uk/id/object/77005"
