,Title,Maker,Identification_Numbers,Categories,Entities,Acquisition_and_Important_Dates,Description,Dating,School_or_Style,Materials_Used_in_Production,Website
234,Plate: The Boar and the Wolf,Factory: Unidentified Staffordshire factory (Probably)|Printer: Unknown (Uncertain)|Printer: Battersea Enamel Manufactory (Uncertain),Accession number: C.81-1992|Primary reference Number: 81784|Stable URI,Stoneware|White salt-glazed stoneware,Plate|White salt-glazed stoneware,Method of acquisition: Bought (1992) by Jonathan Horne Antiques,"White salt-glazed stoneware plate, transfer-printed in red in the middle with a scene from Aesop's fable, The Boar and the Wolf. White salt-glazed stoneware, press-moulded and transfer-printed in red. Circular with a wavy shaped edge, sloping rim moulded with a trellis pattern interrupted by six pairs of foliage sprays, and shallow well. The middle is decorated with a scene from Aesop's Fable of the Boar and the Wolf. The rim is outlined in reddish-brown enamel.",Mid-18th Century|George II|Circa 1755 CE - 1760 CE,Rococo,Salt-glaze|Stoneware,https://data.fitzmuseum.cam.ac.uk/id/object/81784
235,NA,Pottery: Unknown (District of),Accession number: C.39-1931|Primary reference Number: 81578|Glaisher additions number: Gl. Add.30|Stable URI,Tin-glazed earthenware|Maiolica,Pharmacy jar|albarello,Method of acquisition: Bought (1931) by Cecil Leitch & Kerin Ltd.,"Maiolica pharmacy jar, painted in blue and yellow with a shield of arms on the front, surrounded by a wreath, stems, leaves and lines. Pale buff earthenware, tin-glazed on the interior and exterior. The glaze is applied thinly to the interior and appears pink where the fabric shows through it. Painted in dark blue and pale yellow.
Uneven sides, sloping shoulders, short cylindrical neck and projecting rim.
On the front, within a yellow contour line, is a kite-shaped shield bearing the arms azure, a fess or between three fleurs-de-lis or (two in chief and one in base) surrounded by a wreath of serrated leaves bound with yellow. The rest of the main field is decorated with vertical yellow stems outlined in blue, each bearing three horizontal vine (?) leaves with scratched veins. The spaces are filled with groups of short horizontal lines above vertical strokes. Below, and on the shoulder, there is a horizontal version of the same design. Round the neck, between horizontal blue and yellow bands, there are dots and oblique lines.",15th century|Renaissance|Circa 1440 CE - 1480 CE,Renaissance,Tin-glaze|Earthenware,https://data.fitzmuseum.cam.ac.uk/id/object/81578
236,NA,Maker: Unidentified Tuscan pottery (District),Accession number: C.25-1932|Primary reference Number: 81378|Glaisher additions number number: Gl.Add.43-1932|Stable URI,Tin-glazed earthenware|Maiolica,Dish,Method of acquisition: Bought (1932-06-08) by Sotheby's,"Renaissance, maiolica dish, painted in red, green and brown with a star surrounded by leaves and almond-shapes. Red earthenware, the front tin-glazed, the reverse unglazed. Painted in green, yellow, and manganese-brown.
Shape 48. Circular with narrow, slightly sloping rim, deep sides and flat centre.
In the middle, a yellow six-pointed star is imposed on a green and white rosette, surrounded by six loops enclosing green ovoid leaves, and almond-shapes with serrated motifs over them. The background is cross-hatched in manganese and surrounded by a yellow circle. The sides are decorated with lanceolate leaves alternating with squiggles. The rim is divided by yellow and manganese stripes into ten panels filled with horizontal green and manganese scales or leaves.",First half of 15th century|Renaissance|Circa 1420 CE - 1450 CE,Renaissance|famiglia verde,Earthenware,https://data.fitzmuseum.cam.ac.uk/id/object/81378
237,NA,Workshop: Maso and Miniato di Domenico (Perhaps)|Workshop: Giunta di Tugio (Perhaps),Accession number: C.75-1961|Primary reference Number: 81370|Stable URI,Tin-glazed earthenware|Maiolica,Two-handled jar|oak-leaf jar,"Method of acquisition: Bequeathed (1961-04-27) by Clarke, Louis Colville Gray","Renaissance maiolica two-handled pharmacy jar, painted in manganese, dark relief blue and green with hounds, 'oak leaves', dots and dashes. Buff earthenware, tin-glazed creamy-white on the interior and exterior; most of the rim and base unglazed. Painted in manganese, dark relief-blue, and a little green. Shape 42. Ovoid with flat base, short cylindrical neck and two strap handles.
On one side there is a hound running to the left and, on the other, a hound running to the right, surrounded by sprays of oak leaves with dots and dashes in the background. On each side of the handles, there are three vertical manganese lines, on the outside of which are short horizontal manganese strokes separated by blue spots. Round the lower part of the body there are two horizontal manganese bands; round the neck, alternating manganese chevrons and blue spots between pairs of manganese bands. The handles are decorated with a crutch with a green shaft, a series of horizontal manganese lines, and blue spots. Below each handle are two manganese six-armed asterisks with blue dots at the end of the strokes.",Second quarter of 15th century|Renaissance|Circa 1427 CE - 1431 CE,Renaissance,most of rim and base unglazed Tin-glaze|Earthenware,https://data.fitzmuseum.cam.ac.uk/id/object/81370
238,NA,Maker: Unknown,Accession number: C.44-1931|Primary reference Number: 81207|Glaisher additions number: C.35-1931|Stable URI,Tin-glazed earthenware|Maiolica,Bowl|bowl with broad rim,Method of acquisition: Bought (1931-10-18) by Sotheby's,"Maiolica bowl with a broad rim, painted in blue, green, yellow and orange, with the arms of Ridolfi and a chief of the Order of the Knights Hospitallers of St John, superimposed on a landscape. Earthenware tin-glazed creamy-white overall, and painted in blue, green, yellow, and orange. Circular with a wide almost flat rim, and a deep curved well. In the middle, superimposed on a landscape is a beribboned shield, charged with the arms of Ridolfi with a chief of the Knights Hospitallers of St John, azure, a mount of six summits coupeaux or debruuised by a bend gules (shown orange), on a chief gules (shown orange), a cross argent. On the rim, between foliated scroll borders, there is a circle of alternating figure-of-eights and rectangular panels formed by strapwork.",Early 16th Century|Renaissance|Circa 1515 CE - 1525 CE,Renaissance,Tin-glaze|Earthenware,https://data.fitzmuseum.cam.ac.uk/id/object/81207
239,NA,Maker: Unknown (Probably),Accession number: C.1282-1928|Primary reference Number: 81186|Stable URI,Tin-glazed earthenware,Flask|Maiolica,"Method of acquisition: Bequeathed (1928) by Glaisher, J. W. L., Dr","Maiolica flask, with moulded hexagons over the oval body, and two horizontal strap handles on each side of the body, moulded with a mask. Earthenware, thickly tin-glazed overall except the rim on which it stands. The body appears pink where it shows through the glaze.
Oval body moulded overall with hexagons, slender fluted neck, two horizontal strap handles on each side of the body, each moulded crudely with a mask, and a low circular foot, with a concave depression underneath.",Early 17th Century|Renaissance|Circa 1600 CE - 1625 CE,Renaissance,Tin-glaze|Earthenware,https://data.fitzmuseum.cam.ac.uk/id/object/81186
240,NA,Factory: Cantagalli factory (Perhaps)|Factory: Unknown (Perhaps),Accession number: C.2281-1928|Primary reference Number: 80865|Stable URI,Tin-glazed earthenware|Maiolica,Jug,"Method of acquisition: Bequeathed (1928) by Glaisher, J. W. L., Dr","Earthenware, tin-glazed overall. Painted in pinkish-red lustre.|Globular body standing on a footring, with cylindrical neck and roll handle with upturned lower end.|The neck is decorated with three lozenges containing stylised foliage, and with fan-shaped palmettes in the triangular spaces. On the front of the lower part there is a bird amid foliage in a circular medallion flanked by triangular compartments containing fan-shaped palmettes. The sides are decorated with stylised foliage and cross-hatched shapes, with above and below, a row of wheels reserved in a wide lustred band. The footring is decorated with spots between horizontal bands. The handle is lustred overall.",Late 19th Century|17th Century|Circa 1600 CE - 1700 CE,NA,Tin-glaze|Earthenware,https://data.fitzmuseum.cam.ac.uk/id/object/80865
241,NA,Factory: Chiodo factory (Probably),Accession number: C.2224 & A-1928|Primary reference Number: 80789|Old object number: 3607|Stable URI,Tin-glazed earthenware,Teapot|Cover|Maiolica,"Method of acquisition: Bequeathed (1928) by Glaisher, J. W. L., Dr","Earthenware, tin-glazed overall. Sprayed with manganese-purple and decorated by a resist process in green and yellow.|Ovoid body standing on a low footring, with curved spout, double-twist handle, dividing at its base into spirals projecting on each side, and a domed cover with a narrow rim and acorn finial.|The shoulder and cover are each encircled by a continuous wavy stem of yellow and green flowers and foliage, reserved in a manganese ground which covers the whole pot with the exception of a ring round the foot and another round the edge of the cover. The finial and the edges of the cover, spout, and mouth are outlined in a darker shade of manganese. The base is marked in manganese with a lighthouse.",18th century|Circa 1740 CE - 1770 CE,Rococo,Tin-glaze|Earthenware,https://data.fitzmuseum.cam.ac.uk/id/object/80789
242,NA,Factory: Giordano factory,Accession number: C.2226 & A-1928|Primary reference Number: 80788|Old object number: 1052|Stable URI,Tin-glazed earthenware,Teapot|Cover|Maiolica,"Method of acquisition: Bequeathed (1928) by Glaisher, J. W. L., Dr","Maiolica teapot painted in blue Yellowish-buff earthenware, tin-glazed overall. Painted in blue.
Ovoid, standing on a low footring, double twist handle, dividing at its base into spirals projecting on each side, curved spout, and domed cover with a narrow rim.
On the shoulder is a formal border incorporating scrolls, panels of trellis diaper, dots, and lambrequins; on the foot, a horizontal band, and above, two horizontal bands and a row of criss-crosses. The end of the spout has two bands with an elongated tassel below. There are horizontal strokes on the handle and on the lid, a wreath of foliage on a wavy stem within a band. The base is marked in blue with an orb with a `G' or `6' below.",18th century|Circa 1720 CE - 1750 CE,NA,Tin-glaze|Earthenware,https://data.fitzmuseum.cam.ac.uk/id/object/80788
243,Maiolica dish with a broad rim,Maker: 'Assumption Painter',Accession number: EC.36-1942|Primary reference Number: 80787|Stable URI,Tin-glazed earthenware|Maiolica,Dish|dish with broad rim,Method of acquisition: Bought (1942) by Sotheby's,"Painted in polychrome, with a man being fired at by arrows in a landscape, being released or tied up by a young woman Earthenware, tin-glazed greyish-white overall. Painted in dark blue, pale blue, pale green, yellow, orange, and opaque white. There are three small spur marks in the well. Shape approximately 59 (Poole 1995), slightly convex in the middle. Circular with a broad rim, and deep curved well, slightly convex in the middle.
The central medallion contains a landscape in which a stream of arrows speeds towards a young man who is bound to a stake, while a young woman is either tying him up or releasing him. The sides are decorated with bianco sopra bianco and orange Vs between rows of simulated beading. On the rim are grotesques reserved in a dark blue ground: four labels inscribed `1520', each flanked by cornucopiae and scrolls and surmounted by a winged putto's head, alternating with four grotesque masks, each flanked by dolphin scrolls and surmounted by a palmette. The rim is yellow.
The middle of the back is painted in blue with three concentric circles, crossed by two lines. One quarter contains a small circle, the other three an arrow pointing towards the centre. Radiating from the base are two rows of blue petals, the inner row transversely striped in blue and the outer in orange. The spaces between the petals are filled with blue transverse lines, and three narrow concentric blue bands encircle the edge.",16th century|Production date: AD 1520 : dated,Renaissance,"in dark blue, pale blue, pale green, yellow, orange, and opaque white High-temperature colours|Tin-glaze|Earthenware",https://data.fitzmuseum.cam.ac.uk/id/object/80787
